url,date_crawled,first_search_url
https://www.aruodas.lt/butai-vilniuje-antakalnyje-antakalnio-g--renovuotas-namas-nebrangus-islaikymas-1-3245369/,13-09-2022,https://www.aruodas.lt/butai/vilniuje/puslapis/53/?FPriceMin=100000
https://www.aruodas.lt/butai-vilniuje-antakalnyje-antakalnio-g-antakalnyje-parduodamas-erdvus-ir-jaukus-3-1-3247097/,13-09-2022,https://www.aruodas.lt/butai/vilniuje/puslapis/10/?FPriceMin=100000
https://www.aruodas.lt/butai-vilniuje-antakalnyje-antakalnio-g-naujas-18-os-butu-projektas-mazaaukstes-1-3174428/,13-09-2022,https://www.aruodas.lt/butai/vilniuje/puslapis/77/?FPriceMin=100000
https://www.aruodas.lt/butai-vilniuje-antakalnyje-antakalnio-g-naujas-18-os-butu-projektas-mazaaukstes-1-3238072/,13-09-2022,https://www.aruodas.lt/butai/vilniuje/puslapis/65/?FPriceMin=100000
https://www.aruodas.lt/butai-vilniuje-antakalnyje-antakalnio-g-naujas-18-os-butu-projektas-mazaaukstes-1-3238074/,13-09-2022,https://www.aruodas.lt/butai/vilniuje/puslapis/6/?FPriceMin=100000
https://www.aruodas.lt/butai-vilniuje-antakalnyje-antakalnio-g-parduodamas-2-kambariu-butas-antakalnyje-1-3241126/,13-09-2022,https://www.aruodas.lt/butai/vilniuje/puslapis/22/?FPriceMin=100000
https://www.aruodas.lt/butai-vilniuje-antakalnyje-antakalnio-g-parduodamas-2-kambariu-butas-zaliausiame-1-3240452/,13-09-2022,https://www.aruodas.lt/butai/vilniuje/puslapis/34/?FPriceMin=100000
https://www.aruodas.lt/butai-vilniuje-antakalnyje-antakalnio-g-parduodamas-2k-butas-antakalnio-g-su-1-3246421/,13-09-2022,https://www.aruodas.lt/butai/vilniuje/puslapis/50/?FPriceMin=100000
https://www.aruodas.lt/butai-vilniuje-antakalnyje-antakalnio-g-parduodamas-3-izoliuotu-kambariu-butas-su-1-3228318/,13-09-2022,https://www.aruodas.lt/butai/vilniuje/puslapis/24/?FPriceMin=100000
https://www.aruodas.lt/butai-vilniuje-antakalnyje-antakalnio-g-parduodamas-butas-be-dalines-apdailos-1-3246947/,13-09-2022,https://www.aruodas.lt/butai/vilniuje/puslapis/48/?FPriceMin=100000
https://www.aruodas.lt/butai-vilniuje-antakalnyje-antakalnio-g-parduodamas-erdvus-ir-sviesus-2-kambariu-1-3244357/,13-09-2022,https://www.aruodas.lt/butai/vilniuje/puslapis/20/?FPriceMin=100000
https://www.aruodas.lt/butai-vilniuje-antakalnyje-antakalnio-g-parduodamas-erdvus-sesiu-kamabariu-butas-1-3098155/,13-09-2022,https://www.aruodas.lt/butai/vilniuje/puslapis/67/?FPriceMin=100000
https://www.aruodas.lt/butai-vilniuje-antakalnyje-antakalnio-g-parduodamas-jaukus-65-kv-m-funkcionalaus-1-3226228/,13-09-2022,https://www.aruodas.lt/butai/vilniuje/puslapis/52/?FPriceMin=100000
https://www.aruodas.lt/butai-vilniuje-antakalnyje-antakalnio-g-parduodamas-moderniai-irengtas-2-kambariu-1-3243707/,13-09-2022,https://www.aruodas.lt/butai/vilniuje/?FPriceMin=100000
