url,date_crawled,first_search_url
https://www.aruodas.lt/butai-vilniuje-santariskese-dangerucio-g-parduodamas-7385-kv-m-triju-kambariu-butas-1-3172400/,08-10-2022,https://www.aruodas.lt/butai/vilniuje/
https://www.aruodas.lt/butai-vilniuje-lazdyneliuose-lietaus-g-lazdyneliai-pictures-ikvepia-gyventi-1-3252981/,08-10-2022,https://www.aruodas.lt/butai/vilniuje/
https://www.aruodas.lt/butai-vilniuje-uzupyje-polocko-g-wwwvilniausmonmartraslt-projektas-1-3216622/,08-10-2022,https://www.aruodas.lt/butai/vilniuje/
https://www.aruodas.lt/butai-vilniuje-bajoruose-bajoru-kel-b-kvadratu-stilingas-ir-modernus-gyvenamuju-1-3250287/,08-10-2022,https://www.aruodas.lt/butai/vilniuje/
https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-sviliskiu-g-atviru-duru-dienos-nuo-spalio-3-d-iki-spalio-1-3256668/,08-10-2022,https://www.aruodas.lt/butai/vilniuje/
https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-sviliskiu-g-atviru-duru-dienos-nuo-spalio-3-d-iki-spalio-1-3256650/,08-10-2022,https://www.aruodas.lt/butai/vilniuje/
https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-sviliskiu-g-atviru-duru-dienos-nuo-spalio-3-d-iki-spalio-1-3256640/,08-10-2022,https://www.aruodas.lt/butai/vilniuje/
https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-duisburgo-g-demesio-kvieciame-i-atviru-duru-diena-kuri-1-3189504/,08-10-2022,https://www.aruodas.lt/butai/vilniuje/
https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-duisburgo-g-demesio-kvieciame-i-atviru-duru-diena-kuri-1-3189512/,08-10-2022,https://www.aruodas.lt/butai/vilniuje/
https://www.aruodas.lt/butai-vilniuje-naujamiestyje-kapsu-g-kapsu-3-tai-naujas-gyvenamosios-paskirties-1-3258474/,08-10-2022,https://www.aruodas.lt/butai/vilniuje/
https://www.aruodas.lt/butai-vilniuje-lazdyneliuose-lietaus-g-lazdyneliai-pictures-ikvepia-gyventi-1-3252975/,08-10-2022,https://www.aruodas.lt/butai/vilniuje/
https://www.aruodas.lt/butai-vilniuje-antakalnyje-tvereciaus-g-parduodamas-erdvaus-isplanavimo-ir-puikios-1-3257682/,08-10-2022,https://www.aruodas.lt/butai/vilniuje/
https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-duisburgo-g-demesio-kvieciame-i-atviru-duru-diena-kuri-1-3189510/,08-10-2022,https://www.aruodas.lt/butai/vilniuje/
https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-duisburgo-g-demesio-kvieciame-i-atviru-duru-diena-kuri-1-3192374/,08-10-2022,https://www.aruodas.lt/butai/vilniuje/
https://www.aruodas.lt/butai-vilniuje-bajoruose-bajoru-kel-b-kvadratu-stilingas-ir-modernus-gyvenamuju-1-3254165/,08-10-2022,https://www.aruodas.lt/butai/vilniuje/
https://www.aruodas.lt/butai-vilniuje-lazdyneliuose-lietaus-g-lazdyneliai-pictures-ne-siaip-grazus-1-3257084/,08-10-2022,https://www.aruodas.lt/butai/vilniuje/
https://www.aruodas.lt/butai-vilniuje-bajoruose-bajoru-kel-b-kvadratu-stilingas-ir-modernus-gyvenamuju-1-3214970/,08-10-2022,https://www.aruodas.lt/butai/vilniuje/
https://www.aruodas.lt/butai-vilniuje-lazdyneliuose-lietaus-g-sveiki-atvyke-i-lazdyneliai-pictures-1-3252523/,08-10-2022,https://www.aruodas.lt/butai/vilniuje/
https://www.aruodas.lt/butai-vilniuje-santariskese-dangerucio-g-parduodamas-7462-kv-m-triju-kambariu-butas-1-3225968/,08-10-2022,https://www.aruodas.lt/butai/vilniuje/
https://www.aruodas.lt/butai-vilniuje-santariskese-dangerucio-g-parduodamas-7033-kv-m-triju-kambariu-butas-1-3228900/,08-10-2022,https://www.aruodas.lt/butai/vilniuje/
https://www.aruodas.lt/butai-vilniuje-santariskese-dangerucio-g-parduodamas-6669-kv-m-triju-kambariu-butas-1-3243533/,08-10-2022,https://www.aruodas.lt/butai/vilniuje/
https://www.aruodas.lt/butai-vilniuje-pilaiteje-valtarkiemio-g-parduodame-irengta-buta-martyno-namu-1-3257146/,08-10-2022,https://www.aruodas.lt/butai/vilniuje/
https://www.aruodas.lt/butai-vilniuje-antakalnyje-p-vileisio-g-naujas-projektas-antakalnyje-vileisio-27-1-3253979/,08-10-2022,https://www.aruodas.lt/butai/vilniuje/
https://www.aruodas.lt/butai-vilniuje-virsuliskese-sesuoliu-g-siuolaikiskai-ir-jaukiai-suremontuotas-3-1-3258288/,08-10-2022,https://www.aruodas.lt/butai/vilniuje/
https://www.aruodas.lt/butai-vilniuje-antakalnyje-p-vileisio-g-naujas-projektas-antakalnyje-vileisio-27-1-3253999/,08-10-2022,https://www.aruodas.lt/butai/vilniuje/
https://www.aruodas.lt/butai-vilniuje-zirmunuose-kareiviu-g-25-loftu-projektas-ispletotas-salia-miesto-1-3184428/,08-10-2022,https://www.aruodas.lt/butai/vilniuje/puslapis/2/
