url,date_crawled,first_search_url
https://www.aruodas.lt/butai-vilniuje-lazdynuose-architektu-g-parduodamas-1-o-kambario-butas-parduodamas-1-1-3262666/,2022-10-25,https://www.aruodas.lt/butai/vilniuje/?FPriceMax=30000
https://www.aruodas.lt/butai-vilniuje-seskineje-seskines-g-parduodama-13-buto-dalis-naudojimosi-tvarka-1-3259318/,2022-10-25,https://www.aruodas.lt/butai/vilniuje/?FPriceMax=30000
https://www.aruodas.lt/butai-vilniuje-pagiriuose-siltnamiu-g-be-tarpininku-parduodamas-tvarkingas-ir-1-3240616/,2022-10-25,https://www.aruodas.lt/butai/vilniuje/?FPriceMax=30000
https://www.aruodas.lt/butai-vilniuje-naujojoje-vilnioje-pergales-g-kambarys-bendrabutyjebendras-dusastualetas-1-3247365/,2022-10-25,https://www.aruodas.lt/butai/vilniuje/?FPriceMax=30000
https://www.aruodas.lt/butai-vilniuje-zirmunuose-kareiviu-g-dalis-2-kambariu-buto-parduodamos-dalies-1-3262328/,2022-10-25,https://www.aruodas.lt/butai/vilniuje/?FPriceMax=30000
https://www.aruodas.lt/butai-vilniuje-naujininkuose-pelesos-g-parduodamas-bendrabucio-tipo-butas-esantis-1-3241336/,2022-10-25,https://www.aruodas.lt/butai/vilniuje/?FPriceMax=30000
https://www.aruodas.lt/butai-vilniuje-zveryne-vilku-g-butas-vilku-g-11-3-vilnius-1-auksto-1-3257474/,2022-10-25,https://www.aruodas.lt/butai/vilniuje/?FPriceMax=30000
https://www.aruodas.lt/butai-vilniuje-naujininkuose-panevezio-g-parduodamas-1kbutas-su-atskiru-iejimu-1-3250783/,2022-10-25,https://www.aruodas.lt/butai/vilniuje/?FPriceMax=30000
https://www.aruodas.lt/butai-vilniuje-naujininkuose-saltkalviu-g-suremontuotas-sviesus-1-kambario-bendrabucio-1-3244185/,2022-10-25,https://www.aruodas.lt/butai/vilniuje/?FPriceMax=30000
https://www.aruodas.lt/butai-vilniuje-verkiuose-zaliuju-ezeru-g-vilniaus-miesto-savivaldybe-vieso-aukciono-1-3243851/,2022-10-25,https://www.aruodas.lt/butai/vilniuje/?FPriceMax=30000
https://www.aruodas.lt/butai-vilniuje-naujininkuose-konduktoriu-g-vilniaus-miesto-savivaldybe-vieso-aukciono-1-3243839/,2022-10-25,https://www.aruodas.lt/butai/vilniuje/?FPriceMax=30000
https://www.aruodas.lt/butai-vilniuje-traku-vokeje-j-tiskeviciaus-g-parduodamas-1-kambarys-942-kvm-traku-1-3033027/,2022-10-25,https://www.aruodas.lt/butai/vilniuje/?FPriceMax=30000
https://www.aruodas.lt/butai-vilniuje-naujojoje-vilnioje-a-kojelaviciaus-g-vilniaus-miesto-savivaldybe-vieso-aukciono-1-2726219/,2022-10-25,https://www.aruodas.lt/butai/vilniuje/?FPriceMax=30000
